          identity_address          | stake_count |      first_stake       |       last_stake       
 iPZkWmFAhQSFsgKiLExowaoXvzaor2bBZ5 |         262 | 2020-07-01 23:16:51+01 | 2025-10-21 05:40:18+01
 iQ2JkzcRV22NbMQijbvsWe76znNvgDjGXc |        3347 | 2024-11-06 12:06:26+00 | 2025-10-12 04:19:15+01
 iQ4FhGbMDam6cXAFYqPs3YpDYoPQnr8ZxH |          30 | 2022-12-20 03:03:48+00 | 2024-04-14 09:17:12+01
 iQ6Q4yn4iSSQ3eKpHd5yRe3VdaRRuAvXYP |          11 | 2024-04-24 17:28:35+01 | 2024-08-15 14:23:08+01
 iQ7iPuR1ZPmn8KJL6961eswdg45wsQuURz |          25 | 2024-08-19 01:04:41+01 | 2025-10-14 10:25:15+01
 iQE2NVmSBFbCViJE3acedHrmM3vrRHcsir |         354 | 2021-07-21 06:22:02+01 | 2025-09-30 09:46:53+01
 iQeJaiUcHDwkM8z4qNuXgfUB7HQcMBZXrF |        1043 | 2024-10-07 00:07:47+01 | 2025-10-12 05:47:44+01
 iQidxizt8tpdTSEnb58QVMwq9gfsardBH1 |           1 | 2025-05-05 13:44:26+01 | 2025-05-05 13:44:26+01
 iQj9uwhgCH2iqzcCihuvPvLWRb2u4ZFkiN |          14 | 2022-03-03 02:16:42+00 | 2024-09-18 20:49:40+01
 iQK2S2XyDtgj6R4JrxzsQaxDRtCNceJ3um |           1 | 2021-11-26 11:55:30+00 | 2021-11-26 11:55:30+00
 iQLEArzKnDUftaCs1QmWF6Y1BbmKypLxbx |           3 | 2024-09-18 04:27:29+01 | 2025-06-28 12:36:39+01
 iQLkabnzDH8zoT7u5QFomLcMi6oF6bXQ3s |          47 | 2024-11-25 18:45:23+00 | 2025-10-24 17:15:04+01
 iQMtwY1JEpeZgVzEYhxqCGD9fyPCJghgzq |         154 | 2023-03-19 02:16:58+00 | 2025-06-26 23:23:06+01
 iQN1tWSKoKcSGDWM8W9ThPQmFfVMDwpium |           1 | 2024-11-01 20:26:45+00 | 2024-11-01 20:26:45+00
 iQpqYY9Kqjsbx4H7nDnVhhiz8xJGwDwgdX |          13 | 2025-05-28 21:39:54+01 | 2025-10-23 19:54:35+01
 iQSEFd2NEUENdc8rE6qyn16Yb1AHL71uzH |           2 | 2019-12-24 11:35:00+00 | 2019-12-24 11:35:00+00
 iQsyBQLS1gtJ8o8vjaoyE6i9ibEKScKKg9 |          38 | 2024-09-29 22:26:47+01 | 2025-10-24 07:02:47+01
 iQUHYRcKtgB7xXV1y5NpvzSK3Qb6ToNAqg |         136 | 2020-08-26 02:20:51+01 | 2025-07-03 01:02:43+01
 iQW5MGci11wdv93imyEAKdsvpF1B7sarwG |         601 | 2022-01-28 11:58:04+00 | 2024-10-17 15:12:43+01
 iQy7W3CQLvP2hs6PdWDvAvUzg1HSTYGn3G |          92 | 2023-12-31 23:23:49+00 | 2025-10-20 02:13:21+01
 iQyLRjm2geU84uhgNTpm8GTYdXPmjxQFUX |         397 | 2024-10-17 15:38:04+01 | 2025-10-26 06:05:25+00
 iQzUWNGhrDjMxBKxN7M3cUbqfaDYz3TJEn |           1 | 2022-02-28 07:25:34+00 | 2022-02-28 07:25:34+00
 iR5P3GfgGsoVPvKbf98vQoXVBiAetURjor |           8 | 2021-09-17 19:21:45+01 | 2024-03-19 06:02:44+00
 iR9mpESskpwR6LrVXasKec28swi7Pr3iCh |          15 | 2022-03-30 01:43:02+01 | 2025-05-17 05:28:58+01
 iRgLGoKYpzHFj2Kfu86bdwPA6gUusa3KWR |           1 | 2025-05-23 18:59:24+01 | 2025-05-23 18:59:24+01
 iRgp4zigpFJRptd7husZRVJ7AAZBhWtp8w |        1352 | 2021-12-09 20:33:32+00 | 2025-10-26 18:42:07+00
 iRiHi2hSA3xTrGryfvR93HSUtK52UQmEdf |           1 | 2022-03-07 18:41:57+00 | 2022-03-07 18:41:57+00
 iRjRzMfvNBGkh7xvfcSjwSBDHDagTYbbrg |           1 | 2022-01-11 02:11:21+00 | 2022-01-11 02:11:21+00
 iRkB7ZWNV7SxPZRg8ArPYpcrCJEugawpy1 |         145 | 2023-10-15 23:40:45+01 | 2025-10-08 11:51:13+01
 iRKd4UQUziCXzZfLFeyWzrbbfmCUoWHGPa |           1 | 2025-08-18 16:12:17+01 | 2025-08-18 16:12:17+01
 iRmbnUBS8jzdCc6ePkyK5x2DtQSFGDzb6i |         199 | 2022-11-24 07:04:22+00 | 2024-10-17 18:56:31+01
 iRNV79su1jCnEVXGjJLciUy6nkefBZGDfo |           1 | 2022-09-02 04:04:45+01 | 2022-09-02 04:04:45+01
 iRpMAVK8THRyEiuaV9n4XoHTr74tn26DxP |          10 | 2022-04-01 17:58:31+01 | 2025-09-03 16:12:40+01
 iRprvGvwRpaiWMbAtgVKNTeKSzQznypPcR |           1 | 2024-04-25 15:59:03+01 | 2024-04-25 15:59:03+01
 iRQHzvzVf8dwjj4BiEMD2Wk9rQKefLHNtV |         251 | 2022-07-26 05:15:22+01 | 2025-10-06 01:18:11+01
 iRswxRX6hHDSVX8kwLTtGBLwMhoaHZmSMt |           4 | 2023-05-02 13:17:44+01 | 2025-09-24 02:49:17+01
 iRtnLmBj5ACSvWVSKPYTe1u4wdrav5Hmxz |          86 | 2023-02-06 18:18:50+00 | 2023-10-11 11:57:43+01
 iRVx8QhcwBnuPS1MiBNiqHRgZBoRoqRecH |         181 | 2023-11-10 19:13:37+00 | 2025-10-23 18:30:46+01
 iRYp5FpvyrFvnZWcHnvjVG7rB8h2RZbY1V |         207 | 2022-10-05 20:25:02+01 | 2024-07-30 15:58:35+01
 iS2BkBsFSURVPH18hVaXtAAAQicbR86L9y |        1106 | 2024-10-07 02:42:21+01 | 2025-10-11 23:26:31+01
 iS5mn1he7Hrpyieo8JZRJRJwFcn8URXRMV |        1306 | 2022-01-20 16:10:08+00 | 2024-10-17 12:02:41+01
 iS6KjmmbNRwyFEZ9wug3e2UaGXSQV8kaFj |         736 | 2022-06-12 06:42:02+01 | 2025-10-26 16:06:08+00
 iS8DoSyRF1Ek1FX1i1gNVDAXDNyvHdD9my |           2 | 2021-03-11 06:42:05+00 | 2021-03-11 16:50:45+00
 iS8ixmRDqcuMWNRB6gx2abwRC3a8WhD7RK |         128 | 2024-11-02 09:14:18+00 | 2025-10-24 16:36:48+01
 iSc2QyS7EdwZ7zmvzN6NdvPpnnYt6hXMpL |          10 | 2021-04-10 19:40:53+01 | 2025-10-07 22:51:29+01
 iSdBBW7jyFMg78VChSj1sjkvKZqQXDeba8 |          96 | 2021-07-15 14:34:50+01 | 2024-08-29 10:06:27+01
 iSeUe4A5iaTja1jmiRMDN2ez3vCTGYanYB |           3 | 2023-03-30 01:24:44+01 | 2024-01-06 16:22:09+00
 iSFzFGuMFk7gRuiSBVGtgT3r2UBxCdLEd6 |         157 | 2021-01-11 06:26:25+00 | 2024-07-01 10:01:42+01
 iShELV9FRPAqGjtZiMtqwSq1bWuLk4Up7n |           3 | 2022-02-05 09:10:57+00 | 2023-10-07 21:39:59+01
 iSip9rgSLfcRLBmoPxUcCrTmfvwAowGQuT |         250 | 2022-03-04 18:16:08+00 | 2024-10-14 07:44:09+01
 iSJ8FWsL2DZm4376fGFYyFhXF1icmhBZRu |          21 | 2024-03-04 00:49:40+00 | 2025-10-02 21:42:51+01
 iSmgUTG9pk8tLyUEAyjVMaChy8gutJLFxF |           5 | 2022-02-01 21:17:33+00 | 2024-07-01 18:43:33+01
 iSMHAJ8tguHTMG61M2DcyceNx4eWoZL9vt |          15 | 2022-07-11 14:46:59+01 | 2024-02-11 22:14:17+00
 iSRjHqeUF1unKzYAPh3qmo8xGbZNWuf6yy |         238 | 2021-08-24 12:59:39+01 | 2023-12-31 16:40:47+00
 iSSB7ZTJDS2xWQypU483H5iHQ7UV9c6Hdx |          73 | 2020-10-07 08:58:36+01 | 2021-01-07 21:01:49+00
 iSSsDxSzryqH2kCw8cc8zDQVj1dAULtPNh |        1505 | 2024-10-06 14:43:26+01 | 2025-10-12 05:58:15+01
 iSUYTVhJw5jpZwq4nGV9dP47GMYDRb8zSs |           8 | 2022-03-02 23:37:46+00 | 2022-03-08 13:40:08+00
 iSVHgBkmuHHRS1GSMjcQUfxTeZDhs6jPE6 |         689 | 2022-02-05 22:11:20+00 | 2024-10-16 17:38:15+01
 iSXF8KbbvpHDWBm4zHxeA4n7uc1LsfR15X |       16949 | 2023-06-02 14:18:47+01 | 2025-10-26 14:44:40+00
(448 rows)

